BRANCH_ID,Account_No,Cutomer_ID,Started_Year,Started_Month,Current Credit Balance
CC26918,ACC143088331,C9MYME6K,2015,5,344014
CC26919,ACC143090457,DANNWQAR,2016,5,294728
CC26920,ACC143117788,CHMWB8HB,2017,5,204079
CC26921,ACC143119054,XPUXZUM3,2013,2,246430
CC26922,ACC143123218,BRIVPZ3K,2014,10,208240
CC26923,ACC143125019,AA2LFP2A,2015,4,268964
CC26924,ACC143143154,DGWB49MS,2016,4,592800
CC26925,ACC143161124,EYWP4KGH,2017,4,336642
CC26926,ACC143177211,FCUK6HYX,2013,6,270921
CC26927,ACC143178264,JDYWX4KP,2014,9,97622
CC26928,ACC143197192,GMYUFPSA,2015,9,114152
CC26929,ACC143197669,QNQFHUNS,2016,9,273885
CC26930,ACC143199193,EZXZGS4B,2017,10,583661
CC26931,ACC143201508,XQM82POQ,2013,4,272460
CC26932,ACC143216903,EWEIQOCY,2014,4,39615
CC26933,ACC143227591,6FA9PSDN,2015,9,677445
CC26934,ACC143261451,HBNNJRUH,2016,9,798
CC26935,ACC143280218,FVKEWJTZ,2017,9,57437
CC26936,ACC143310458,JJJOPMXD,2013,9,43852
CC26937,ACC143331316,WD84W6A5,2014,9,149549
CC26938,ACC143335506,JMVPYXWM,2015,8,826804
CC26939,ACC143363277,EUUBXAGT,2016,1,92872
CC26940,ACC143368660,ZLK4Q3ZM,2017,9,302575
CC26941,ACC143411146,5URB6AEJ,2013,9,355661
CC26942,ACC143525897,HNH3JDCM,2014,9,215517
CC26943,ACC143542287,NXTHD3OP,2015,9,271035
CC26944,ACC143553773,3VAPSJCX,2016,9,232940
CC26945,ACC143570897,IPCLFCRQ,2017,4,160816
CC26946,ACC143585512,JENCHMDU,2013,7,568784
CC26947,ACC143587690,DARDATUK,2014,10,446424
CC26948,ACC143615682,H8IKUYS2,2015,10,284582
CC26949,ACC14362088,3CEYF3HJ,2016,10,66120
CC26950,ACC143628943,D6WBL9RK,2017,7,483968
CC26951,ACC143656468,ZYYFXVMR,2013,4,431319
CC26952,ACC14370894,GVCRQWBA,2014,8,278882
CC26953,ACC143725552,AAA7C8CQ,2015,1,2693554
CC26954,ACC143737238,G35TQ69J,2016,9,870504
CC26955,ACC143753108,NCNX7TV2,2017,7,477869
CC26956,ACC143753173,MNS9XTUF,2013,1,272403
CC26957,ACC143811795,3IR4T7SP,2014,4,147307
CC26958,ACC143846159,MEVQOXL7,2015,9,113525
CC26959,ACC143863828,T6GTUN4C,2016,9,231876
CC26960,ACC143904160,JXQHC7XY,2017,9,24054
CC26961,ACC143914081,MJRHG8KX,2013,9,220267
CC26962,ACC143934753,EYZ682NJ,2014,9,391457
CC26963,ACC143942545,8VEMGFSL,2015,9,22515
CC26964,ACC143946779,DACDCTZT,2016,4,295830
CC26965,ACC144002781,JP7CBCEM,2017,4,360791
CC26966,ACC144011447,J9QWFQF9,2013,9,88521
CC26967,ACC144016191,6GD4RLCB,2014,9,1666984
CC26968,ACC144019154,EWXTCXPE,2015,9,269819
CC26969,ACC144027300,7C7GOENS,2016,10,138016
CC26970,ACC144028459,23DQAVQV,2017,8,327826
CC26971,ACC144028901,RGFD8ZPH,2013,4,423605
CC26972,ACC144035584,CL8K3YBD,2014,6,92758
CC26973,ACC144054205,6YBQNHBQ,2015,9,149625
CC26974,ACC144064108,DTHBZKSB,2016,9,220704
CC26975,ACC144073431,6TQEDZQC,2017,9,80940
CC26976,ACC144074527,CFXOBW2O,2013,7,412623
CC26977,ACC144077136,7T8JYYCL,2014,7,880593
CC26978,ACC144109564,HESCSZXV,2015,10,169803
CC26979,ACC144109852,CJAKDFTL,2016,10,198360
CC26980,ACC14411407,ZDXZFR6Q,2017,4,448305
CC26981,ACC144122943,MYVGM9RJ,2013,9,563217
CC26982,ACC144138354,65WHYC4P,2014,9,374338
CC26983,ACC144157861,FTIMYRAQ,2015,8,881524
CC26984,ACC144190568,QCQWQEJR,2016,7,201970
CC26985,ACC144197985,XCS33DFV,2017,6,721829
CC26986,ACC144291252,9MJ9YWYC,2013,9,165547
CC26987,ACC144315526,5XWYNLTF,2014,9,2337
CC26988,ACC144327181,JKWIJWGV,2015,9,214871
CC26989,ACC144357675,RT5XDCCG,2016,9,206568
CC26990,ACC144369989,C2XYGARV,2017,10,67032
CC26991,ACC144408453,BUGY6EM8,2013,7,59280
CC26992,ACC144408983,BNWJ5VGE,2014,8,154888
CC26993,ACC144446811,PJRV3JVA,2015,10,541158
CC26994,ACC144450582,MMTWFV7G,2016,9,480738
CC26995,ACC14445421,EE9YKKYQ,2017,9,197011
CC26996,ACC144470711,HSYV74R2,2013,9,774782
CC26997,ACC144477960,85NHNJ4U,2014,1,121296
CC26998,ACC144489545,CWLV52II,2015,10,217018
CC26999,ACC144492621,QLP9RNSY,2016,9,69331
CC27000,ACC144492756,HRNSH9AN,2017,9,58653
CC27001,ACC144526260,CZWTSLYF,2013,9,292087
CC27002,ACC144547079,BUIAAHR2,2014,10,93119
CC27003,ACC144548460,FPPDU3MT,2015,8,120859
CC27004,ACC144603071,D2CBWDEY,2016,1,237215
CC27005,ACC144726894,LHCQDWFD,2017,4,82194
CC27006,ACC144791841,C4NX6KNV,2013,9,127756
CC27007,ACC144834061,7UVWTHEE,2014,9,21964
CC27008,ACC144852781,B7VETZWT,2015,9,42826
CC27009,ACC144874712,BPFXKQAR,2016,1,52934
CC27010,ACC144888410,FOP3Q52Q,2017,9,275785
CC27011,ACC144967532,EMROYVNN,2013,9,26087
CC27012,ACC144979290,DKD7C2FC,2014,9,288667
CC27013,ACC145003036,7MYZZD9X,2015,9,140106
CC27014,ACC145082806,PCWON3RF,2016,9,297654
CC27015,ACC145177769,AN4AFOBT,2017,8,753882
CC27016,ACC145214404,DXOHRX9D,2013,8,187625
CC27017,ACC145222038,HCMNUKTP,2014,9,587879
CC27018,ACC14523547,WFLS7II9,2015,9,86412
CC27019,ACC14526954,NA2J3YYK,2016,9,0
CC27020,ACC145277111,B4PB8ZAG,2017,9,47557
CC27021,ACC14530495,54CNAFA2,2013,10,94620
CC27022,ACC145334226,5BKYPMJM,2014,10,10564
CC27023,ACC14534676,GAGVEZC5,2015,1,411654
CC27024,ACC145362905,RGE7TEQJ,2016,9,171456
CC27025,ACC145378865,TTOE9VGM,2017,9,209
CC27026,ACC145422428,JP9XGQCD,2013,9,784871
CC27027,ACC145429129,YE9FMBVV,2014,7,184015
CC27028,ACC14546704,AZNJEPKE,2015,10,47652
CC27029,ACC145588257,T7Z9HTUC,2016,1,323
CC27030,ACC145607446,NNUDJXEP,2017,10,66063
CC27031,ACC145608620,3ZXHWEN4,2013,8,57570
CC27032,ACC14560909,BBJJTFNT,2014,4,305653
CC27033,ACC145620296,MFOXWHJF,2015,4,151411
CC27034,ACC145621119,SXVQEPPN,2016,4,185668
CC27035,ACC14564391,MHQVNGZF,2017,9,128098
CC27036,ACC145650234,R6BFDBCG,2013,8,159087
CC27037,ACC14569402,GV8YLUY4,2014,7,231572
CC27038,ACC145695158,M2IRDPRC,2015,8,323893
CC27039,ACC145697619,HXDYYFBG,2016,4,387847
CC27040,ACC145699136,OJ5DPMGN,2017,4,179208
CC27041,ACC145720684,IWQDQLRK,2013,1,163571
CC27042,ACC145724041,2YTABPCF,2014,1,117420
CC27043,ACC14572979,ZDTENK4U,2015,4,38399
CC27044,ACC145750202,K5AAKXS8,2016,1,209000
CC27045,ACC145782197,8MAGHVCV,2017,4,841776
CC27046,ACC145796115,XM6XDRY2,2013,9,165281
CC27047,ACC14580066,DGAHJFFQ,2014,9,443821
CC27048,ACC145852714,5NGBJ7BQ,2015,9,1259339
CC27049,ACC145902546,C8IVJZGV,2016,10,544996
CC27050,ACC145937263,HNEFKSZF,2017,7,136173
CC27051,ACC145949951,RPZEKDST,2013,1,131309
CC27052,ACC145969705,TFTIYYRY,2014,6,48374
CC27053,ACC145986271,8HY8V5UM,2015,9,23256
CC27054,ACC146020409,5E4TJN5Q,2016,1,59888
CC27055,ACC146078774,G8VWVJI5,2017,9,278578
CC27056,ACC146100633,LYT7WLXA,2013,9,321689
CC27057,ACC146124019,KHG2O2H8,2014,9,194978
CC27058,ACC146141818,LNYVNXZD,2015,9,43225
CC27059,ACC146170705,QCNX43FA,2016,9,175921
CC27060,ACC146177038,OX7RDRYU,2017,9,438330
CC27061,ACC146227549,J2SG6PGH,2013,10,178201
CC27062,ACC146275854,QGHERKXO,2014,7,280345
CC27063,ACC146293186,8XTQSTO2,2015,7,145882
CC27064,ACC146368133,J9U8A7Q3,2016,6,50122
CC27065,ACC146384934,CALDUOGC,2017,1,77140
CC27066,ACC146393296,ARXVWZHG,2013,6,265221
CC27067,ACC146416219,A8VK7QZG,2014,10,868756
CC27068,ACC146416309,KPCUS9HY,2015,10,291384
CC27069,ACC146460415,C53UFXNB,2016,9,143279
CC27070,ACC146465138,MRYMVWB3,2017,8,43662
CC27071,ACC146465772,PDKE3TKV,2013,7,3496114
CC27072,ACC146467567,8JDBLT8A,2014,10,794485
CC27073,ACC146472127,EVRE5WBB,2015,4,188024
CC27074,ACC146540092,KHYWS5XT,2016,4,390944
CC27075,ACC146556494,EDXBXRF4,2017,9,156408
CC27076,ACC146557162,T4IKMKME,2013,9,460712
CC27077,ACC146598340,JWB4R8GF,2014,9,128554
CC27078,ACC146621978,3WQW9A23,2015,9,228665
CC27079,ACC146624448,BGEJSHRB,2016,9,738777
CC27080,ACC146631492,BDPVMC64,2017,10,511708
CC27081,ACC146707564,P2HQOERL,2013,8,397176
CC27082,ACC146714287,K7LBQGKF,2014,8,251256
CC27083,ACC146727502,M8SUW9XD,2015,6,211356
CC27084,ACC146734214,4HYVSZBC,2016,6,157111
CC27085,ACC146736995,FSDYRYRH,2017,4,110865
CC27086,ACC146748860,JC6DFTEB,2013,4,108547
CC27087,ACC146787888,9PS8QOXZ,2014,7,162716
CC27088,ACC146851285,4QIX36RC,2015,10,105887
CC27089,ACC146854544,SPUPNQUT,2016,7,24035
CC27090,ACC146857039,PMBH4HFW,2017,9,88521
CC27091,ACC146892883,EOMBVMKQ,2013,9,194218
CC27092,ACC146943268,NG39PPM6,2014,9,1031719
CC27093,ACC146947742,IYGWR8VS,2015,9,135318
CC27094,ACC146957464,6S9NQS2T,2016,7,87742
CC27095,ACC146961351,BPYAYMHG,2017,10,33250
CC27096,ACC146996394,X3RHKH6R,2013,6,209380
CC27097,ACC147021914,NTRNDUHI,2014,6,230033
CC27098,ACC147063363,B3WSP2NF,2015,9,1103710
CC27099,ACC147118335,ECGCKKBN,2016,6,235106
CC27100,ACC147119334,JRWVUMPB,2017,9,112594
CC27101,ACC147155164,DXJTYEOK,2013,9,252833
CC27102,ACC147158537,2CSDCVLS,2014,9,51452
CC27103,ACC147176400,FWKCCJVN,2015,7,272669
CC27104,ACC147209502,HYAM4RWK,2016,6,98515
CC27105,ACC147221872,CW7AZ8Y9,2017,8,339226
CC27106,ACC147224799,PXFUBRJA,2013,4,716091
CC27107,ACC147225996,EEQWPUVA,2014,9,434245
CC27108,ACC147230517,AMAVKXEA,2015,9,91808
CC27109,ACC147293595,GFLZST5H,2016,9,851789
CC27110,ACC147327658,PARDWCD7,2017,7,252700
CC27111,ACC147341345,STWHPYK9,2013,10,113202
CC27112,ACC147348779,3NTVJ95B,2014,7,252529
CC27113,ACC147364956,REKS2EVX,2015,1,179303
CC27114,ACC1473882,CNNIENV4,2016,4,224827
CC27115,ACC147394913,KSSVPZLE,2017,9,38950
CC27116,ACC147454133,WBZHE4GY,2013,9,331265
CC27117,ACC147514912,CDX4HRDC,2014,9,131214
CC27118,ACC147518032,K4NKCDD7,2015,9,236873
CC27119,ACC147581551,BCFLOZAA,2016,6,143051
CC27120,ACC147600438,DWJRKC4M,2017,6,466811
CC27121,ACC147605059,QXYGZWHM,2013,9,415112
CC27122,ACC147609235,LZNTDINN,2014,10,128212
CC27123,ACC14764746,HDYUBSFX,2015,10,31882
CC27124,ACC147647746,ZFSLTY5G,2016,8,809894
CC27125,ACC147667966,QCE7RWE2,2017,4,31293
CC27126,ACC147689853,4LKIU3UZ,2013,9,201571
CC27127,ACC147703362,E4UWA4VZ,2014,9,102847
CC27128,ACC147704036,KSAVTRVN,2015,8,150366
CC27129,ACC147724338,OXTV7QZC,2016,9,616721
CC27130,ACC147815502,YZV5SSG7,2017,9,1610041
CC27131,ACC147853923,DPNRQGEF,2013,9,118408
CC27132,ACC147866633,SCHTX2LK,2014,9,120916
CC27133,ACC147894418,UPO9MKSQ,2015,9,58064
CC27134,ACC147895886,3FSGF6CE,2016,7,90003
CC27135,ACC147919234,E4CTZDRK,2017,7,107179
CC27136,ACC147924588,BAJVQF9E,2013,7,194009
CC27137,ACC147948232,I8JGSTW5,2014,7,440762
CC27138,ACC148005831,W4BS3VWA,2015,4,101840
CC27139,ACC148026784,5FAKEYTV,2016,1,281618
CC27140,ACC148064365,RRYJVJWP,2017,4,474392
CC27141,ACC148084034,BZBJ6ZFH,2013,4,208430
CC27142,ACC148084776,RPCAKMAX,2014,9,663138
CC27143,ACC148103275,CLW79PJK,2015,9,30400
CC27144,ACC148135910,F9DE6KLK,2016,9,4304051
CC27145,ACC148190272,HXTJVT7L,2017,9,49248
CC27146,ACC148208857,LDZ8IIQN,2013,10,76684
CC27147,ACC148217546,V6PEDRZV,2014,8,36708
CC27148,ACC148221653,MEKEBLUT,2015,4,6973
CC27149,ACC148244901,MB4XUFJM,2016,4,334305
CC27150,ACC148249220,FAQVSLP4,2017,9,156408
CC27151,ACC148294205,LVYDMXZF,2013,6,256196
CC27152,ACC148299417,8U8LASSW,2014,6,630287
CC27153,ACC148332961,KVSHTP5E,2015,3,268432
CC27154,ACC148346154,HX5DHM6A,2016,6,275861
CC27155,ACC148359905,NCPUCZZV,2017,6,574370
CC27156,ACC148361978,NBC8F67Z,2013,5,783465
CC27157,ACC148368165,HLN6SZ5N,2014,6,0
CC27158,ACC148381049,NQBYYE53,2015,6,441104
CC27159,ACC148403865,CZV7OHH6,2016,5,183844
CC27160,ACC148414884,BQMKRCCV,2017,7,153387
CC27161,ACC148464089,KNQZSUWJ,2013,1,626620
CC27162,ACC148466935,XN8ZETWH,2014,5,187587
CC27163,ACC148493653,8CHLIVIY,2015,4,193154
CC27164,ACC148528434,QCRVIDC5,2016,6,216866
CC27165,ACC148536996,EBR8MNKY,2017,6,481669
CC27166,ACC148544795,N6J5SH3X,2013,2,168359
CC27167,ACC148555079,BN2XBVXV,2014,2,73834
CC27168,ACC148560768,HZA85NMV,2015,6,33440
CC27169,ACC148658106,WECEW6V7,2016,6,274683
CC27170,ACC148677666,VTHDTWCF,2017,6,87913
CC27171,ACC14872133,HMK7MKHU,2013,6,451763
CC27172,ACC148750005,QFU8PQ5Q,2014,6,51243
CC27173,ACC148808,A5EGXK9H,2015,1,103626
CC27174,ACC148839299,8KFZSZGV,2016,2,55195
CC27175,ACC148862166,3Y2YCGHU,2017,4,305520
CC27176,ACC148865181,RMPMNEIC,2013,1,447241
CC27177,ACC148922058,GOFN3VGV,2014,1,143298
CC27178,ACC148930291,DEISVHSW,2015,3,103322
CC27179,ACC148964155,EQBVRD9V,2016,6,84987
CC27180,ACC148997041,HHNNORM6,2017,4,231458
CC27181,ACC149045358,GKUDDQSV,2013,4,244245
CC27182,ACC149079626,J55U4XSQ,2014,1,54853
CC27183,ACC149086846,NX6HVAT5,2015,1,131594
CC27184,ACC149087217,UW3YXCNK,2016,5,263321
CC27185,ACC149105042,ZZVS5V5X,2017,4,397347
CC27186,ACC149121612,9PURT5T4,2013,3,186067
CC27187,ACC149132378,GUHEMPVJ,2014,3,71155
CC27188,ACC149142444,ANB3GSA2,2015,1,107958
CC27189,ACC149171566,BR52MDAE,2016,1,210653
CC27190,ACC149183557,YYQKZQ7L,2017,1,85348
CC27191,ACC149206782,JWH6ZZDZ,2016,6,19361
CC27192,ACC149206958,GIETT8NR,2017,1,391723
CC27193,ACC149208552,AXQKD24P,2017,2,318668
CC27194,ACC14924489,CY3EJRXD,2016,3,626107
CC27195,ACC149273663,EL2KRMSN,2017,3,24510
CC27196,ACC149337112,U4EC6VX3,2013,7,246373
CC27197,ACC149380085,KQ3XQTHT,2014,7,204478
CC27198,ACC149417687,6PFA5UBS,2015,7,431433
CC27199,ACC149441418,J7QS6UT2,2016,6,257792
CC27200,ACC149444946,DLDX4FB3,2017,7,587746
CC27201,ACC149481240,2D2RWHNY,2013,7,70718
CC27202,ACC149508223,876SURDK,2014,2,315932
CC27203,ACC149601691,XZPGCEV7,2015,4,113981
CC27204,ACC149609891,D4UEHVJX,2016,3,189240
CC27205,ACC149679954,7JGL69S3,2017,1,242858
CC27206,ACC149687973,KDQTLMYM,2013,5,136420
CC27207,ACC149695414,TTTC52BT,2014,4,445835
CC27208,ACC149718804,CUXZYYQ7,2015,2,347738
CC27209,ACC14972771,MDFNQTH4,2016,5,192869
CC27210,ACC149735543,M3ABAKAU,2017,5,391400
CC27211,ACC149772848,HCONPTBT,2013,5,171171
CC27212,ACC149803206,DGQTCYWB,2014,2,116565
CC27213,ACC149805896,3U2XWACY,2015,6,198664
CC27214,ACC14980620,CMXHGVKQ,2016,6,137807
CC27215,ACC149848766,9WHOE7PS,2017,3,345002
CC27216,ACC149927044,EJEFH4VX,2013,6,50217
CC27217,ACC149981596,CAPTGLQ4,2014,2,43757
CC27218,ACC149983212,BKMHGYUD,2015,4,285342
CC27219,ACC150000087,NJKY6VMH,2016,10,8702
CC27220,ACC150061547,ACO2PCDF,2017,1,220153
CC27221,ACC150232632,RDCJYKEP,2013,6,229444
CC27222,ACC150267303,RRLWQV5Q,2014,10,138928
CC27223,ACC150277611,FSRWZ4JF,2015,10,238127
CC27224,ACC150281610,I7M4K6Y4,2016,6,163362
CC27225,ACC150304279,7TGBSTET,2017,2,156940
CC27226,ACC150311453,PY4PPMWM,2013,10,433295
CC27227,ACC150312237,PRSFN82G,2014,6,572166
CC27228,ACC15033185,VSYQACDP,2015,6,1201712
CC27229,ACC150337885,SSR4PDJ3,2016,6,17803
CC27230,ACC150338024,IBF4ULOP,2017,6,140809
CC27231,ACC15037612,STZGXFJN,2013,6,47975
CC27232,ACC150435883,R9QYH26X,2014,4,356212
CC27233,ACC150449462,RWHTSJ2X,2015,7,206207
CC27234,ACC150481782,JAMYL5TO,2016,4,42484
CC27235,ACC15053429,DMZCBEAZ,2017,3,1113514
CC27236,ACC150536030,7NK9XJMQ,2013,3,409545
CC27237,ACC150545849,5PRAGM92,2014,2,59546
CC27238,ACC1505770,DWVVPPFX,2015,4,32509
CC27239,ACC150579851,A8UW8ERG,2016,4,70224
CC27240,ACC150626206,4BEXKXNX,2017,4,286368
CC27241,ACC150628858,J72YEMZ3,2013,2,726104
CC27242,ACC150635488,MWP7ZW46,2014,5,437019
CC27243,ACC150647323,LDYHELDC,2015,4,62472
CC27244,ACC150662301,5DNAETWB,2016,6,146414
CC27245,ACC150715712,FA2JGNI7,2017,4,201495
CC27246,ACC15071624,8T2TARH4,2013,4,174420
CC27247,ACC15074109,4QVZMAT4,2014,4,236512
CC27248,ACC150758425,TPHMOG8D,2015,1,535629
CC27249,ACC150775554,7HGZJRPG,2016,1,104120
CC27250,ACC150787586,7S6FRV5V,2017,6,291137
CC27251,ACC150800924,3BAQRGTY,2013,1,574009
CC27252,ACC150810659,CR5Y4SHX,2014,5,146110
CC27253,ACC150838439,DOILHTUM,2015,5,212192
CC27254,ACC150853616,BVFYDCAX,2016,5,422085
CC27255,ACC150884045,HDWWTGZS,2017,1,249907
CC27256,ACC150925082,W4UJFGPJ,2013,3,913140
CC27257,ACC150934148,CE7KUELY,2014,4,164578
CC27258,ACC150942004,HUCURTHK,2015,5,24111
CC27259,ACC150949924,5XP6WPOQ,2016,5,195434
CC27260,ACC15100992,V7R8SAKG,2017,4,230584
CC27261,ACC151020730,WXRCLY9Z,2013,4,377796
CC27262,ACC151069068,WEZPGUUV,2014,4,81073
CC27263,ACC151105413,BXNZ6FGN,2015,6,122778
CC27264,ACC151125343,OTK5KNNB,2016,2,490238
CC27265,ACC151151966,39Y7X2YK,2017,6,238355
CC27266,ACC151177981,WWDNKYYA,2013,5,1625355
CC27267,ACC151190647,QNJ4GGAX,2014,2,224903
CC27268,ACC151192941,RVQNHWJ2,2015,2,221046
CC27269,ACC151193872,XNTBVVGB,2016,1,71516
CC27270,ACC151204429,JZT4QH7A,2017,1,72694
CC27271,ACC151245920,EDZPGPDK,2013,4,292657
CC27272,ACC151257782,DSVHQKCW,2014,10,567815
CC27273,ACC151285843,CW6CAZNR,2015,6,142728
CC27274,ACC151378201,AMZGTA7R,2016,1,418589
CC27275,ACC151381928,S3YENXWR,2017,10,669408
CC27276,ACC151397071,B8XXWGNV,2013,7,123538
CC27277,ACC151406248,DK9EVZD5,2014,10,30210
CC27278,ACC151480536,CGUUXCAM,2015,1,202369
CC27279,ACC151502426,YW9VTNFE,2016,10,119833
CC27280,ACC151523034,VMAM7KUA,2017,3,187017
CC27281,ACC151542980,NUCFEGFT,2013,5,703
CC27282,ACC151551303,KPQ24IVT,2014,3,650047
CC27283,ACC151578384,CJRQFXJC,2015,5,237652
CC27284,ACC151590467,XDUPHJOM,2016,10,577923
CC27285,ACC151657164,DXWHPM8W,2017,1,598861
CC27286,ACC151657964,F8PNKOTJ,2013,8,96463
CC27287,ACC151671963,ADG9PNIM,2014,4,405707
CC27288,ACC151682669,KC2AFCG5,2015,9,101821
CC27289,ACC151701348,8U8HZT3E,2016,9,20235
CC27290,ACC1517193,ITOJTXUY,2017,8,528884
CC27291,ACC151730709,GECHZNMN,2013,4,159866
CC27292,ACC151744871,NWELFMOG,2014,9,393756
CC27293,ACC151779590,DGJZGAY5,2015,9,110675
CC27294,ACC151841026,EJJ6KXNU,2016,8,148200
CC27295,ACC151864522,2SPMOODE,2017,10,129523
CC27296,ACC151867423,KWLOYFDK,2013,1,264195
CC27297,ACC151875655,AM9NDCVB,2014,6,768056
CC27298,ACC151879506,L2WECWBS,2015,9,328377
CC27299,ACC15192988,YUCCWGBN,2016,9,1027311
CC27300,ACC151951782,NTN4BBTB,2017,1,85424
CC27301,ACC152028843,A7K2XHTP,2013,8,8417
CC27302,ACC152051289,IOATC3AI,2014,4,33250
CC27303,ACC152073308,KMBIPNMK,2015,1,74024
CC27304,ACC152074268,D8XYEGQD,2016,8,880992
CC27305,ACC152082064,ZYFJQSJY,2017,9,215460
CC27306,ACC152101360,V6PA4EMR,2014,9,107540
CC27307,ACC152122409,G4HKPLYO,2015,10,131670
CC27308,ACC152147950,HEX5HTEO,2016,7,147801
CC27309,ACC152148243,6YKFVM5Y,2017,8,147953
CC27310,ACC152157992,7VIZ48TF,2015,7,145426
CC27311,ACC152168900,GTNS49PN,2016,4,174154
CC27312,ACC152247625,I5QCS5XH,2017,9,266665
CC27313,ACC152255332,KTWAWSJK,2016,9,141455
CC27314,ACC152274408,QO264959,2017,9,246981
CC27315,ACC15228887,DBXNVDTQ,2014,9,225093
CC27316,ACC152317047,N9CWQJ55,2015,4,352336
CC27317,ACC152342590,GV5SUQJR,2016,1,389709
CC27318,ACC152414703,9U58IVMA,2017,8,1095749
CC27319,ACC152416519,E2ATY7Q9,2013,4,217189
CC27320,ACC152419179,CDJFETE3,2014,9,125742
CC27321,ACC152438108,QKTNQGVS,2015,10,45505
CC27322,ACC152477950,NJCHJDEM,2016,6,37867
CC27323,ACC152582913,GLAVSPU5,2017,1,494684
CC27324,ACC152617562,2HMACHBY,2013,9,492423
CC27325,ACC152627258,4P4S6GWA,2014,9,54758
CC27326,ACC152627396,KQAAQ4MD,2015,9,270864
CC27327,ACC152630724,PPAY66BK,2016,9,279718
CC27328,ACC152641301,HZBZX6A7,2017,8,698079
CC27329,ACC152641616,DNGKKUOT,2013,7,165680
CC27330,ACC152672730,ZY2UBTBH,2014,9,306014
CC27331,ACC15268136,2SIHZG9I,2015,4,559037
CC27332,ACC152691479,77ARDEPZ,2016,10,118389
CC27333,ACC1526952,DAPQ5ER5,2017,8,657666
CC27334,ACC152706495,69UZVDSZ,2013,8,189772
CC27335,ACC152720248,KRPRFPEZ,2014,10,182134
CC27336,ACC152742461,GAWOSP8F,2015,1,103797
CC27337,ACC152762854,R49ZSNH2,2016,9,462783
CC27338,ACC152768171,H7Q6ES5C,2017,9,394592
CC27339,ACC152768989,FRQEY98K,2013,8,556510
CC27340,ACC152842543,LGP9TTAG,2014,8,34941
CC27341,ACC152842799,XV7ENKME,2015,10,122968
CC27342,ACC15285688,YBAWWU7Q,2016,7,643872
CC27343,ACC152892507,3ZXQQW2R,2017,4,373673
CC27344,ACC152916135,JS6EG3RD,2013,4,406505
CC27345,ACC152918446,W5AVQXZJ,2014,9,198170
CC27346,ACC152920486,EPH8LBI8,2015,9,232408
CC27347,ACC152931559,CDXPYHH4,2016,9,161576
CC27348,ACC152936014,AS5K9DRT,2017,9,130454
CC27349,ACC152936207,LTDSBNHL,2013,9,346199
CC27350,ACC15293858,8APTDENI,2014,10,674671
CC27351,ACC153010535,7JMHGHH4,2015,7,50939
CC27352,ACC153075883,BNRC2NFP,2016,10,1107871
CC27353,ACC153099058,MXSDXOKL,2017,1,967366
CC27354,ACC153200690,5EPCXEHY,2013,9,118959
CC27355,ACC153234215,ONZFBBSC,2014,9,125457
CC27356,ACC15329848,JQQVVCRS,2015,8,183901
CC27357,ACC153320942,KJRP6TVA,2016,4,350037
CC27358,ACC153346795,KPH6HDAF,2017,4,63612
CC27359,ACC153376807,8MXGWXKE,2013,9,343349
CC27360,ACC153378804,CYWRTDV7,2014,1,158650
CC27361,ACC153424869,V3DJFCN9,2015,8,310878
CC27362,ACC153442939,WESUEDUQ,2016,8,165794
CC27363,ACC15347043,9HGNSTSY,2017,1,39254
CC27364,ACC153471953,ZTVZGWDC,2013,1,487008
CC27365,ACC153479134,JPNN4RWS,2014,10,273372
CC27366,ACC153481176,ENCGEXIV,2015,4,177555
CC27367,ACC153498560,RSWKTWVA,2016,4,154489
CC27368,ACC153502626,REE7QPTE,2017,7,966245
CC27369,ACC153579469,VS9QTREF,2013,8,233624
CC27370,ACC153610050,KQTJGK6B,2014,10,486761
CC27371,ACC153632520,RZQ8WAEY,2015,8,525863
CC27372,ACC153637862,ABW5WPSQ,2016,1,41173
CC27373,ACC153646604,U7QRM2EU,2017,4,188442
CC27374,ACC153650238,QEBCSBUR,2013,9,135033
CC27375,ACC153660938,HAEHZFJN,2014,9,218139
CC27376,ACC153680380,OBN4RU74,2015,10,72504
CC27377,ACC15368238,ARCQHUG3,2016,8,155971
CC27378,ACC153700856,JAB6ZCID,2017,10,11134
CC27379,ACC153740368,MHJWFTPX,2013,9,466127
CC27380,ACC153747496,KS6HADGM,2014,1,172691
CC27381,ACC153783071,7QAQXYJI,2015,9,215593
CC27382,ACC153797620,NNVVSMEF,2016,7,329232
CC27383,ACC153832230,EUMYJPEC,2017,4,319086
CC27384,ACC153861381,GZKFCJV4,2013,4,63897
CC27385,ACC153888887,CXTUDJUS,2014,9,142899
CC27386,ACC153889343,M4NRWXEX,2015,9,227658
CC27387,ACC153936468,C2E2XCG6,2016,9,393718
CC27388,ACC154028854,FOFESNHW,2017,9,570399
CC27389,ACC154042764,XRZDNUSE,2013,8,1143838
CC27390,ACC154052613,YQGHGQGT,2014,10,120156
CC27391,ACC154056918,XECJYFEB,2015,1,666539
CC27392,ACC154058099,FRRSYYWJ,2016,4,102714
CC27393,ACC154110507,QT4AXPFT,2017,8,1840435
CC27394,ACC154135535,7PCVJNG2,2013,8,301967
CC27395,ACC154159666,HUURZLLQ,2014,9,91523
CC27396,ACC154198646,CCAGYTZY,2015,1,283309
CC27397,ACC154219583,XRPBOZXU,2016,4,71345
CC27398,ACC154257424,FYPEJ3KD,2017,9,381273
