Credit_Card_ID,Account_No,net_yearly_income,yearly_debt_payments,credit_limit,avg_percentage_credit_card_limit_used_2018,avg_percentage_credit_card_limit_used_2019,avg_percentage_credit_card_limit_used_2020,Exp_year,Exp_month
C7512028,ACC139905325,228137.9,19635.55,35604.83,NA,0.34,0.54,2022,10
C1122876,ACC139926059,131160.58,52824.61,20173.89,0.8,0.96,0.84,2021,8
C5221490,ACC13993219,310894.8,46009.08,67762.56,0.58,0.82,0.55,2022,7
C1210373,ACC139943670,143596.4,32432.94,54397.89,NA,0.86,0.36,2022,7
C1238444,ACC1399499,136581.53,30424.82,18632.91,0.72,0.65,0.97,2021,6
C4417129,ACC139951770,221893.87,14501.87,44870.71,0.72,0.79,0.54,2022,9
C1628490,ACC139960127,170389.21,33273.17,35697.97,0.51,0.44,0.46,2021,6
C4429180,ACC139961916,170167.53,25773.96,20056.02,0.78,0.75,0.9,2021,6
C5921672,ACC139968215,307916.43,48991.5,58550.75,1.06,0.63,0.76,2022,6
C7025779,ACC139973028,165417.2,15069.96,28295.09,0.59,0.83,1.03,2022,1
C5523417,ACC1399888,151215.3,36102.41,29363.42,0.82,0.51,0.45,2021,6
C3126058,ACC140000222,259508.17,40670.22,77416.2,0.92,0.58,0.84,2022,4
C5915982,ACC140009136,134775.66,13854.53,29836.78,0.79,0.56,0.77,2021,6
C7724627,ACC14003293,142846.96,22911.32,20323.96,0.54,0.89,0.63,2021,6
C8118214,ACC14003638,271383.9,69106.14,38155.45,0.52,0.64,0.91,2021,6
C2721332,ACC140055518,189597.56,20115.85,52828.03,0.58,1.02,0.87,2022,6
C8356370,ACC140059843,233439.44,31843.55,45723.84,0.88,0.61,0.46,2021,6
C2829339,ACC140080305,106117.64,11104.08,31502.88,0.83,0.82,0.49,2021,1
C8332354,ACC140133963,214165.74,22927.56,63312.87,NA,NA,0.69,2021,4
C2158640,ACC140173598,107823.95,17862.5,23184.59,0.71,0.94,0.75,2021,6
C8922138,ACC140200310,142480.94,58792.15,49354.79,0.54,0.5,0.49,2021,7
C5061227,ACC140211171,223327.09,7790.02,37440.89,1.09,0.75,0.67,2022,7
C7439280,ACC140241328,179240.45,62320.23,63135.17,0.8,0.85,0.69,2021,6
C9046644,ACC140250964,154791.94,41307.42,27946.39,1,0.67,1,2021,6
C4539467,ACC140467505,166526.6,23146.71,21204.43,0.65,0.77,0.74,2022,4
C3120792,ACC140469137,132146.35,43268.83,15147.07,0.3,0.42,0.52,2021,1
C4016147,ACC140490993,182805.55,27550.19,38952.78,0.78,0.65,0.63,2021,4
C5095216,ACC140493712,148280.66,45043.95,32134.41,0.76,0.94,0.84,2021,4
C5722235,ACC140495286,343984.6,56342.99,41726.58,0.78,0.75,0.55,2022,7
C2071659,ACC14054136,149969.05,53053.36,37893.97,0.56,0.68,0.58,2021,7
C8133571,ACC140547650,161016.59,20389.87,31602.16,1.04,0.44,0.91,2022,7
C5734077,ACC140571893,219555.35,24176.3,32005.07,0.91,0.83,1,2021,10
C7622586,ACC140590717,224956.88,14209.93,65921.54,0.6,0.95,0.84,2022,9
C5026617,ACC140595392,49277.36,17587.39,11877.74,0.92,0.5,0.38,2021,9
C1020383,ACC140627606,179535.84,21680.69,22523.5,0.68,0.81,0.42,2021,9
C4737264,ACC140628055,185971.82,35509.19,43768.71,0.65,NA,0.78,2021,4
C8426163,ACC140635189,142147.53,11941.8,25270.52,0.71,0.35,0.65,2021,6
C8319530,ACC140664987,357802.36,57410.15,121879.62,0.93,1.08,NA,2022,4
C5731120,ACC14068585,71709.25,8301.51,17486.73,0.56,0.73,0.81,2021,6
C7916749,ACC140715017,547705.83,32284.86,99340.99,0.69,0.91,0.72,2021,1
C5777743,ACC140754555,114903.38,18473.26,23392.45,0.75,0.94,0.64,2022,4
C7940675,ACC140781010,577114.44,17671.74,194933.85,0.83,NA,0.83,2021,7
C2179857,ACC140824365,160182.36,31685.53,51875.44,0.39,NA,0.57,2021,9
C3021024,ACC140860109,537299.96,67312.87,142368.74,1,0.7,0.68,2022,9
C4838562,ACC140878685,80056.88,15137.58,9135.28,0.84,0.78,0.75,2021,9
C2023520,ACC140892329,411939.44,55192.74,99725.62,NA,0.61,0.63,2021,9
C8528078,ACC140903328,341712.45,32615.18,77561.64,0.6,0.47,0.87,2021,9
C3277491,ACC140920862,134293.93,44036.94,22620.95,0.75,0.85,0.6,2021,9
C5320233,ACC140945206,49737.12,24409.86,14292.9,1.04,0.93,NA,2022,9
C5972791,ACC140966581,258780.39,67772.67,68173.52,0.81,0.74,0.45,2021,10
C6312279,ACC140993606,225387.29,53550.39,53055.93,NA,0.32,0.52,2021,10
C2942023,ACC141054201,689434.68,26408.18,80659.92,0.59,0.92,0.65,2022,7
C6013045,ACC141066246,250935.21,28073.63,49588.11,1,0.89,1.02,2021,7
C2923117,ACC141142630,131648.76,32860.99,23511.55,0.6,0.94,1.04,2021,10
C7033470,ACC141150669,161488.47,28415.53,36407.57,NA,0.62,0.81,2021,1
C3719620,ACC141170555,60903.84,7263.1,6808.76,0.72,0.67,NA,2022,1
C8728171,ACC141223089,75800.85,13749.3,21149.46,0.75,0.8,0.53,2022,6
C5026863,ACC141228106,179354.35,22198.78,43801.27,0.76,NA,0.96,2022,6
C4953354,ACC141235749,128114.62,17001.95,31458.25,0.51,NA,0.48,2021,1
C6298268,ACC141290893,169483.77,19672.63,28719.95,0.69,0.7,0.74,2022,1
C5830313,ACC141291230,137486.86,36917.96,32760.68,0.65,0.76,0.65,2021,6
C7317859,ACC141364098,160457.37,39045.98,46621.48,0.62,0.68,0.71,2021,4
C8215289,ACC141368930,195272.83,37449.01,21889.34,0.51,0.89,0.74,2022,1
C8740150,ACC141390353,165923.94,11712.67,21277.44,1.05,0.7,0.52,2021,6
C3178931,ACC141398396,125907.11,36007.55,40896.53,0.86,0.79,0.65,2021,1
C3534513,ACC141424135,199240.43,27034.36,40564.1,0.51,0.64,0.74,2021,6
C3331374,ACC141430714,169394.55,14306.62,30617.78,0.65,0.86,0.55,2021,4
C3816873,ACC141434702,175401.88,79727.56,21759.92,1.02,1.05,0.83,2021,4
C5835461,ACC141465942,408953.92,64076.17,138906.03,0.97,0.83,0.6,2021,6
C4815075,ACC141472813,181092.42,39582.79,22051.27,1.01,0.76,1,2021,10
C2022283,ACC141485870,314529.03,37832.57,75616.83,0.41,0.75,0.8,2021,10
C2060590,ACC141522751,222137.7,29719.79,37545.16,0.95,0.68,0.65,2021,10
C1116184,ACC141584593,323753.34,74014.89,73049.67,0.68,0.97,0.78,2021,7
C1115889,ACC141586106,285329.49,42169.76,77538.75,0.66,0.48,0.87,2021,10
C5127830,ACC141603020,190526.64,25263.95,34866.58,0.99,0.84,0.91,2021,8
C6439617,ACC141684765,333603.16,47432.31,61710.24,1.06,0.84,0.63,2021,8
C1117660,ACC141710683,347376.18,27152.25,67012.42,0.91,0.16,NA,2021,10
C6319414,ACC141719507,129224.63,19742.63,37887.96,0.89,0.96,0.42,2021,10
C2925292,ACC141737631,255073.93,48474.39,93037.56,NA,0.48,NA,2021,6
C7641153,ACC141746778,135169.37,20803.06,34119.34,1.08,0.8,0.97,2021,1
C1341852,ACC141753461,270753.84,52090.91,35310.38,0.75,0.45,0.42,2022,1
C1519447,ACC141754364,432640.65,83387.23,145947.9,0.37,0.79,0.73,2022,1
C3129361,ACC141770384,101743.1,15341.67,19932.9,1.03,0.65,0.84,2021,6
C1941564,ACC141775172,121527.62,13701.72,34454.51,0.8,0.67,0.92,2021,9
C6427390,ACC141781472,510565.8,37517.24,69173.52,0.52,NA,0.46,2022,9
C4940981,ACC141851494,146141.51,29167.72,42227.25,0.71,0.93,0.38,2022,9
C7629066,ACC141908252,401161.25,42794.89,51119.03,NA,0.77,0.82,2021,9
C3318479,ACC141928035,225998.32,78408.72,27061.75,0.82,0.6,0.65,2021,6
C1352167,ACC141945871,200258.93,36851.79,23365.08,NA,0.73,0.99,2022,6
C1618622,ACC141950216,161310.27,17776.11,35544.48,0.84,1.05,0.5,2021,4
C3515792,ACC141989923,129369.61,31500.65,14582.18,0.49,1.06,0.83,2021,6
C7772356,ACC141998702,287360.26,41079.28,93158.02,0.7,0.13,NA,2022,6
C6537282,ACC142012968,143159.24,33739.85,32175.98,1.08,0.76,0.93,2021,4
C8311055,ACC142026292,132863.84,52451.43,28082.85,0.76,0.67,0.7,2022,1
C3517643,ACC142027103,372043.5,84006.79,75618.5,0.64,0.36,0.76,2022,4
C8525792,ACC142054794,262753.63,29405.1,28059.73,0.59,0.6,0.79,2021,1
C5411080,ACC142100996,126026.47,28740.1,40398.33,NA,0.43,0.81,2021,1
C4611840,ACC14212257,153847.75,35357.52,19696.98,0.56,0.75,0.67,2021,4
C5125444,ACC142150613,264025.52,30180.66,49588.55,0.93,0.47,0.51,2022,10
C8620619,ACC142156116,101706.41,13046.36,18902.74,0.82,0.81,0.92,2021,9
C3828033,ACC142162023,99056.65,11066.13,12460.8,0.84,0.69,0.78,2021,9
C5916240,ACC142182794,150877.4,58378.42,26033.01,0.18,0.85,0.79,2022,9
C8234192,ACC142182963,164613.74,30714.46,21692.65,NA,0.69,0.93,2021,9
C8418037,ACC142197443,122593.98,20474.15,15391.44,0.69,0.53,0.77,2021,9
C7926868,ACC142307338,95287.73,14591.12,17716.15,0.86,0.9,NA,2021,9
C5529457,ACC142312225,74399.36,11194.62,28930.43,1.05,0.85,0.76,2021,9
C4121046,ACC142316033,140001.93,28828.69,38987.94,0.76,0.85,NA,2022,9
C3779235,ACC142345728,203455.47,15003.51,59071.14,0.59,0.68,0.88,2021,9
C6613928,ACC142357095,396772.78,43454.06,62124.38,0.56,0.68,1.04,2021,8
C6064384,ACC142394790,347968.61,47220.52,119466.36,0.67,NA,0.62,2021,8
C8691070,ACC142404526,452716.52,65540.32,60480.55,0.81,1.09,0.89,2022,10
C8248416,ACC142407539,143588.5,36709.46,20066.93,0.63,0.28,0.6,2021,10
C1814320,ACC142428023,156664.89,32015.03,58443.76,0.8,0.39,0.7,2021,4
C4240562,ACC142432185,215465.95,22549.48,73836.96,0.79,0.82,1.08,2022,6
C3613256,ACC142435297,117315.9,38126.75,15516.25,NA,0.7,NA,2021,4
C1441324,ACC142471989,97172.01,39390.63,17306.41,0.86,0.99,0.86,2021,4
C4027414,ACC142513194,111484.73,53830.61,16349.54,0.91,0.19,0.69,2021,6
C4013255,ACC142516408,174921.14,31768.33,22012.49,0.6,0.85,0.62,2021,4
C2794226,ACC14251648,293024.29,38045.53,85784.57,0.44,0.66,0.72,2021,1
C6828648,ACC142520845,386145.29,18991.61,96728.69,0.41,0.73,0.69,2022,6
C2521862,ACC142542616,218811.66,26414.18,49167.8,0.78,0.82,0.73,2021,6
C8624817,ACC142563199,94599.6,13821.76,11813.36,0.83,0.62,0.78,2022,6
C7538263,ACC142625636,142237.06,13312.61,17748.75,0.62,0.59,1,2022,1
C6242664,ACC142689774,173568.59,,41631.09,0.43,0.79,0.58,2021,6
C3265269,ACC142694087,36671.7,14738.56,7281.23,0.99,0.91,0.46,2021,8
C3813623,ACC142703516,270007.97,30097.81,31328.46,0.67,NA,0.72,2021,8
C1742871,ACC142786353,236699.4,27217.98,60837.85,0.71,0.9,0.79,2021,8
C8642622,ACC142822205,199240.97,49224.6,25295.13,0.53,0.77,0.8,2021,10
C4824766,ACC142829518,217052.35,15664.12,32258.41,0.69,NA,0.66,2021,7
C5124566,ACC142835292,193801.1,19974.94,55760.66,0.67,1,0.7,2021,10
C7826361,ACC142883342,159514.93,34837.36,40605.17,1.03,0.77,NA,2022,7
C3628929,ACC14290441,165559.93,22433.58,28694.47,0.79,0.43,0.96,2022,7
C3313626,ACC142931419,53526.3,10213.13,17970,0.86,0.75,0.66,2021,8
C7440224,ACC142937957,109847.82,22827.22,16490.73,NA,0.39,0.74,2021,10
C1426129,ACC142964231,173620.6,33453.49,27117.1,0.96,0.47,0.3,2021,10
C6336770,ACC143033539,99562.83,33572.13,34698.73,0.54,0.65,NA,2021,10
C1837323,ACC143034089,107707,16048.08,32225.04,NA,NA,0.6,2021,6
C6828790,ACC143043851,105459.6,25707.13,16953.07,1.01,0.68,0.99,2021,4
C5226864,ACC143061738,190520.82,34337.99,47756.35,0.85,0.87,0.91,2021,4
C2536160,ACC143063931,155561.13,23270.51,35911.9,0.82,0.94,0.76,2021,10
C6339768,ACC143088331,274390,35910.19,46910.12,0.76,0.95,0.36,2021,4
C8131279,ACC143090457,116657.71,18507.1,44796.03,0.74,0.64,0.76,2022,6
C2914089,ACC143117788,240546.71,33676.74,64348.8,0.7,0.73,0.95,2021,4
C5619742,ACC143119054,110644.15,14587.01,38948.69,0.86,0.33,0.43,2021,10
C6728933,ACC143123218,132781.57,28243.94,20447.58,0.77,0.59,0.78,2021,7
C2530157,ACC143125019,158903.75,19870.84,41836.01,0.99,0.49,0.5,2021,9
C6712091,ACC143143154,81482.03,28765.47,12241.54,0.93,0.58,0.77,2021,9
C1365872,ACC143161124,131429.16,19275.18,21399.42,0.79,0.93,0.37,2021,9
C3918063,ACC143177211,330297.7,54440.37,109960.92,0.56,0.57,NA,2022,9
C9039264,ACC143178264,767279.02,51399.66,113090.63,0.84,NA,0.69,2021,9
C5817980,ACC143197192,102055.95,36354.95,21573.15,NA,NA,1.06,2021,4
C1628820,ACC143197669,134141.01,17202.79,23672.03,0.77,0.45,0.62,2022,4
C4317975,ACC143199193,134941.22,16549.05,15412.47,0.94,0.85,0.64,2021,4
C6393541,ACC143201508,386205.6,46272.08,95028.19,NA,0.75,0.66,2021,10
C7733072,ACC143216903,85047.26,11153.8,21400.22,0.56,0.9,1.03,2021,8
C5133233,ACC143227591,138166.07,12657.58,20740.7,0.57,1.08,0.93,2021,7
C6260277,ACC143261451,254582.47,51306.68,38014.46,0.6,0.92,0.91,2022,10
C3721468,ACC143280218,99687.03,14772.07,19848.71,NA,0.76,0.53,2022,9
C8112148,ACC143310458,108381.52,29907.44,20391.47,0.85,0.73,0.49,2022,9
C2133676,ACC143331316,123108.04,28581.77,40054.46,0.82,0.9,0.65,2021,9
C7720692,ACC143335506,266336.94,19483.2,59626.85,0.47,0.71,1.06,2021,9
C4819139,ACC143363277,156469.3,76618.69,25491.94,0.71,0.89,0.6,2022,9
C8730556,ACC143368660,156585.88,39583.01,47386.01,0.64,0.82,0.89,2021,7
C7789360,ACC143411146,142073.54,43076.96,19690.08,0.88,0.55,1.01,2021,7
C6239469,ACC143525897,109649.29,16700.75,19047.8,0.77,0.68,0.8,2021,7
C5336819,ACC143542287,545550.01,55667.55,143007.79,0.69,0.62,0.63,2022,10
C8116022,ACC143553773,442135.52,51606.36,109769.99,0.8,0.73,0.6,2021,1
C3013629,ACC143570897,138343.59,59925.52,21120.93,0.53,0.82,0.81,2021,1
C4435687,ACC143585512,235969.31,64333.07,59219.11,1.01,0.6,0.89,2021,6
C5854523,ACC143587690,267570.55,,29893.86,0.59,0.97,0.61,2021,4
C7125044,ACC143615682,301964.69,44480.82,107677.32,0.92,0.41,0.98,2022,6
C3512839,ACC14362088,98385.47,34708.53,31737.78,0.5,0.67,0.8,2021,4
C8016782,ACC143628943,343498.25,43546.01,62707.03,NA,0.75,1,2021,6
C2030664,ACC143656468,327505.41,13673.7,43445.75,0.51,0.77,0.81,2021,6
C5011679,ACC14370894,185276.76,70196.95,44656.63,0.78,0.79,0.77,2021,6
C2932852,ACC143725552,157125.54,42894.29,21129.68,0.68,1.06,NA,2022,6
C6918787,ACC143737238,464062.37,57033.13,77935.12,0.5,NA,0.57,2022,6
C7111815,ACC143753108,168266.68,13814.44,49150.94,0.75,0.61,NA,2021,1
C7235713,ACC143753173,199985.96,27127.29,34528.81,0.85,1,0.4,2021,6
C4120172,ACC143811795,171211.35,38158.05,33664.7,0.74,0.85,1.03,2021,4
C6334640,ACC143846159,131935.53,16027.7,35256.81,0.82,0.85,0.6,2022,6
C5538681,ACC143863828,422627.75,19372.79,144336.24,1.09,0.85,0.84,2022,1
C1211332,ACC143904160,143104.81,14170.43,24491.17,0.37,NA,0.59,2021,1
C3120787,ACC143914081,149968.33,41963.37,17769.42,0.96,NA,0.82,2022,4
C2936979,ACC143934753,245433.18,51996.92,29953.83,0.63,0.33,0.78,2021,8
C8436225,ACC143942545,74445.08,29148.24,11216.06,0.86,NA,0.9,2021,7
C6130825,ACC143946779,80776.56,25831.62,10466.86,0.77,0.69,0.9,2021,10
C3326659,ACC144002781,126940.65,36257.24,21789.7,0.57,0.99,0.84,2021,7
C4784319,ACC144011447,150158.56,10572.91,19700.89,0.92,0.92,0.89,2021,8
C8090937,ACC144016191,121152.26,14532.41,12929.01,1.02,NA,0.81,2021,10
C6332690,ACC144019154,163629.98,29318.95,38377.22,0.9,1.09,0.75,2021,8
C1930118,ACC144027300,240581.86,15457.49,74341.91,0.77,0.65,0.49,2022,8
C5749480,ACC144028459,72213.96,10647.11,17924.42,1,0.78,0.93,2021,4
C5731566,ACC144028901,295792.63,29683.96,104279.41,0.67,0.86,0.77,2021,10
C2630762,ACC144035584,78667.86,33127.15,28150.47,0.92,NA,1.04,2021,1
C7885772,ACC144054205,229491.74,45374.4,28339.34,0.77,0.78,0.74,2021,4
C4216260,ACC144064108,254964.93,47888.17,33534.93,0.48,0.88,0.58,2021,4
C4316116,ACC144073431,94757.91,15576.85,24565.28,0.72,NA,0.74,2022,6
C3819692,ACC144074527,276015.77,65968.04,52435.06,0.53,0.87,0.71,2021,1
C5232657,ACC144077136,181305.54,10707.44,40590.33,0.8,0.5,1.06,2022,10
C1822588,ACC144109564,538216.57,73618.13,66292.89,0.62,0.76,0.48,2021,9
C4330516,ACC144109852,248642.63,44850.31,59982.08,0.75,0.65,0.81,2022,1
C2221420,ACC14411407,287670.03,29580.82,69748.24,0.72,0.97,0.89,2022,1
C4415128,ACC144122943,166827.39,25198.1,30221.38,NA,NA,0.29,2022,1
C7013823,ACC144138354,138616.85,25422.8,34336.53,0.62,0.69,0.88,2021,4
C9023916,ACC144157861,297393.72,63747.15,52930.78,0.64,0.42,1.01,2022,6
C6518211,ACC144190568,155859.97,21940.28,19481.65,0.88,0.44,0.76,2022,4
C5199648,ACC144197985,133201.21,40475.14,27677.15,0.78,0.57,0.73,2021,6
C8374167,ACC144291252,231359.28,18994.57,37183.35,0.97,0.81,0.74,2022,1
C4238736,ACC144315526,462497.52,57668.61,113301.64,0.81,0.73,0.73,2021,4
C4523686,ACC144327181,243442.37,43424.55,40451.7,0.65,0.48,0.74,2022,4
C9077783,ACC144357675,148744.31,29448.98,33030,0.58,0.87,0.68,2021,4
C4912920,ACC144369989,159766.23,27158.35,57830.47,0.8,1.03,0.67,2022,6
C6218961,ACC144408453,147757.47,29050.22,24241.22,0.7,0.56,0.68,2021,7
C1125190,ACC144408983,196587.94,33218.16,39990.38,0.59,0.66,0.79,2022,9
C3519933,ACC144446811,119594.72,27730.16,29538.26,0.34,0.71,0.87,2021,9
C1915357,ACC144450582,144296.66,42362.96,15249.54,0.81,0.93,0.52,2021,9
C5820524,ACC14445421,186592.26,47980.26,48666.08,0.87,NA,0.52,2021,9
C4028236,ACC144470711,196322.32,98688.81,45994.96,0.55,0.9,0.91,2022,9
C8232357,ACC144477960,151566.78,26988.41,16687.42,0.79,0.59,0.62,2021,9
C1426789,ACC144489545,341751.05,51940.68,65439.68,0.96,0.61,0.75,2021,9
C6728244,ACC144492621,240710.85,32180.34,64560.48,0.6,0.5,0.89,2021,9
C4184335,ACC144492756,203823.32,63387.11,53966.38,0.45,0.91,1.01,2021,9
C7341622,ACC144526260,307143.37,30521.98,67842.64,0.71,0.66,0.69,2021,9
C8524541,ACC144547079,143643.48,23548.94,35843.12,0.27,NA,0.26,2021,9
C3622979,ACC144548460,227958.22,67107.2,32340.83,0.52,0.49,0.93,2021,9
C2838180,ACC144603071,321450.66,63949.59,85771.4,0.85,0.69,0.44,2022,9
C7961653,ACC144726894,245196.82,48106.77,43418.8,0.62,0.59,0.57,2022,8
C2426546,ACC144791841,167923.45,41452.86,39806.63,0.25,0.69,0.79,2022,8
C7921768,ACC144834061,176759.96,52183.66,66629.84,0.69,0.89,0.66,2021,8
C6334346,ACC144852781,224433.01,11168.45,87696.03,0.78,0.46,0.86,2022,7
C5322988,ACC144874712,245051.19,35153.19,40860.37,1.02,0.89,0.56,2021,10
C5293239,ACC144888410,87101.65,11737.12,23561.13,0.61,0.65,0.68,2021,7
C1521245,ACC144967532,233434.18,19164.87,68588.03,0.68,0.8,0.75,2021,10
C6024827,ACC144979290,187897.25,27858.67,62766.32,NA,0.97,1.07,2021,6
C2533092,ACC145003036,277114.31,34591.46,33058.23,NA,0.79,0.82,2021,6
C8031458,ACC145082806,151908.9,28835.82,30976.07,0.68,0.58,0.84,2022,6
C1012421,ACC145177769,256071.66,28812.34,73105.71,1.08,0.79,0.68,2021,4
C7217311,ACC145214404,206979.03,9682.11,34420.66,0.85,0.96,0.78,2021,4
C9018377,ACC145222038,157218.76,38472.84,19315.08,0.71,0.8,1.03,2021,4
C2517772,ACC14523547,317481.13,58367.71,36581.26,0.69,0.71,0.89,2021,1
C3731433,ACC14526954,261648.45,64921.04,54276.4,0.8,1.06,0.57,2021,1
C1090956,ACC145277111,192610.49,43034.61,64067.51,0.84,0.62,0.3,2021,1
C7519877,ACC14530495,585566.16,24537.81,70696.9,NA,0.88,0.98,2021,4
C5740667,ACC145334226,260038.5,61123.23,57197.06,0.9,0.68,0.84,2021,4
C8317026,ACC14534676,241560.75,36008.94,87356.53,0.9,0.65,0.83,2021,4
C2417165,ACC145362905,162769.77,19782.21,36929.84,0.5,0.74,0.44,2021,4
C4228417,ACC145378865,98386.65,7588.36,25858.29,NA,0.79,0.59,2021,4
C2111035,ACC145422428,174022.12,12074.13,23641.9,0.79,0.73,0.92,2021,6
C6926755,ACC145429129,103776.59,21506.38,38028.61,1.09,0.87,0.73,2021,6
C7926664,ACC14546704,172136.04,34133.46,47842.64,0.44,0.71,0.76,2021,1
C9032459,ACC145588257,107743.35,10068.92,36768.76,0.69,0.86,0.84,2021,1
C7525918,ACC145607446,232003.56,52863.55,67588.1,0.95,0.59,0.7,2022,1
C8436658,ACC145608620,307766.57,85912.54,69714.09,0.48,0.46,0.8,2022,10
C1022943,ACC14560909,218192.34,34783.35,75121.82,0.7,0.97,0.46,2022,7
C2528689,ACC145620296,150692.26,42531.56,55282.16,0.43,0.55,0.72,2021,8
C6511023,ACC145621119,130813.8,30046.63,36855.41,0.95,0.53,0.61,2022,10
C7728829,ACC14564391,44629.63,10836.71,6475.64,0.62,0.63,0.81,2022,10
C2310618,ACC145650234,150341.71,5764.38,51240.96,0.56,0.65,0.54,2022,10
C3218826,ACC14569402,119828.47,19539.64,27507.21,NA,0.55,NA,2021,7
C2219974,ACC145695158,213220.32,26100.24,57064.16,0.71,0.45,0.65,2022,7
C3530992,ACC145697619,197669.31,26922.51,42660.61,0.96,0.88,NA,2021,7
C3027390,ACC145699136,601385.69,62801.75,108539.32,0.8,0.73,1.07,2022,7
C2326348,ACC145720684,166720.59,58074.13,42345.66,0.75,0.47,0.72,2021,4
C3542111,ACC145724041,172814.74,20580.71,20650.61,1.03,0.84,0.4,2021,4
C8763450,ACC14572979,150611.6,39692.3,33762.22,0.83,0.99,NA,2021,4
C5335860,ACC145750202,169929.41,42478.53,49597.91,0.81,NA,0.88,2021,6
C6241748,ACC145782197,71041,7751.33,15250.31,0.57,0.69,0.73,2022,1
C4320460,ACC145796115,258518.27,69768.72,38791.21,0.97,0.62,0.74,2022,1
C8624835,ACC14580066,119791.8,11020.06,20166.93,0.89,NA,0.93,2022,7
C2826686,ACC145852714,34542.03,6120.43,12166.54,0.35,0.97,0.41,2021,7
C5841746,ACC145902546,206370.73,16857.75,25074.92,0.9,0.86,1.03,2021,4
C8935831,ACC145937263,217280.54,87773.01,53444.59,0.4,0.81,0.52,2022,1
C4841043,ACC145949951,172832.22,50132.17,33469.24,0.63,0.39,NA,2021,4
C1233480,ACC145969705,172948.53,33799.5,49872.38,0.57,0.84,NA,2022,4
C4528155,ACC145986271,262453.49,21703.8,35927.95,0.61,0.55,0.56,2022,6
C7811523,ACC146020409,133592.32,19474.67,24537.1,0.62,0.59,0.33,2021,8
C1225835,ACC146078774,100868.47,28077.16,12167.85,0.61,0.53,0.92,2022,7
C4137546,ACC146100633,77073.65,31503.59,15353.58,0.97,0.77,0.57,2022,8
C1937543,ACC146124019,108789.29,17044.71,36518.11,0.81,0.9,0.9,2022,8
C7239473,ACC146141818,626578.36,74481.28,206511.06,0.48,0.59,0.57,2021,9
C5534916,ACC146170705,171932.43,19612.78,36546.23,0.92,0.9,0.66,2022,1
C1783691,ACC146177038,172726.1,26982.93,54239.69,0.74,1.04,0.61,2022,4
C7580057,ACC146227549,129481,7165.26,43021.17,NA,0.64,0.37,2021,4
C7466535,ACC146275854,339661.21,30221.31,64164.03,0.84,0.61,0.73,2021,6
C7825884,ACC146293186,330730.26,32537.18,104174.88,0.55,0.73,0.9,2021,1
C4638774,ACC146368133,215089.07,22122.47,24269.47,0.91,1.06,0.47,2021,6
C8396867,ACC146384934,137641.5,15642.89,15458.79,0.98,0.65,0.47,2021,4
C3428376,ACC146393296,95284.62,14268.44,11477.18,0.77,0.84,0.56,2022,1
C8615530,ACC146416219,104649.52,20341.12,16924.98,0.56,0.59,0.48,2021,7
C2330514,ACC146416309,60398.95,17714.25,9742.32,0.79,0.84,0.56,2022,8
C7423939,ACC146460415,258609.05,42035.74,45591.61,0.81,0.79,0.68,2022,9
C6535953,ACC146465138,164455.18,38004.87,54175.98,0.63,0.65,0.59,2021,9
C4041887,ACC146465772,261829.22,39528.7,52113.32,0.66,0.85,0.66,2021,9
C8725253,ACC146467567,427220.87,34372.2,62448.6,NA,0.95,0.54,2021,9
C4537486,ACC146472127,793295.99,80827.76,86337.07,0.91,0.75,0.72,2022,7
C5537656,ACC146540092,122491.67,20545.02,31179.53,0.54,0.57,0.46,2022,8
C1731876,ACC146556494,499244.5,73311.62,85027.65,0.78,NA,NA,2021,10
C7524371,ACC146557162,191936.49,48243.5,34235.5,0.35,0.5,0.68,2021,6
C1013036,ACC146598340,265131.11,34319.47,58708.39,NA,0.75,0.76,2022,1
C7833469,ACC146621978,196571.03,11038.42,23676.09,0.76,0.75,1.01,2021,6
C8022930,ACC146624448,214318.04,48509.96,37077.43,0.53,0.48,0.67,2021,6
C4217277,ACC146631492,154756.81,44213.88,49872.2,0.81,0.69,0.5,2021,4
C2910178,ACC146707564,105866.51,22018.34,21423.86,NA,0.94,0.84,2021,4
C3719622,ACC146714287,276258.57,44932.84,55862.07,0.72,0.71,0.65,2021,6
C2753489,ACC146727502,214431.56,33271.49,52479.31,0.61,0.79,0.7,2021,4
C6612490,ACC146734214,411977.19,87874.89,73119.88,0.56,0.67,NA,2021,6
C6286520,ACC146736995,524692.42,69498.5,76363.8,0.65,0.89,0.38,2021,4
C1219574,ACC146748860,110219.39,20494.81,37147.78,1.01,0.52,0.97,2022,1
C1818386,ACC146787888,93181.8,14158.26,13944.42,0.85,0.92,NA,2021,1
C8026513,ACC146851285,175972.83,18055.33,63519.69,0.78,1.04,0.99,2021,4
C8510065,ACC146854544,74743.92,17192.22,18216.01,1.07,0.69,0.95,2021,6
C4418439,ACC146857039,141841.09,53378.45,27468.59,0.56,NA,0.44,2022,1
C6831712,ACC146892883,142132.13,45234.73,56507.02,0.82,0.66,0.26,2021,1
C2529475,ACC146943268,145851.83,10861.09,35042,0.55,0.84,0.51,2021,6
C6619272,ACC146947742,362448.05,62295.77,120867.96,0.36,0.95,0.76,2021,1
C1438572,ACC146957464,226195.53,28328.65,39712.9,0.96,0.45,0.68,2021,4
C4828521,ACC146961351,136740.53,21468.82,29817.37,0.42,0.94,0.52,2021,4
